iter	MultiClass
157	0.03234736896
158	0.03208085416
159	0.03184614283
160	0.03155455799
161	0.03133651878
162	0.03109289923
163	0.03089035822
164	0.0305487173
165	0.03034545074
166	0.03005593798
167	0.02969366573
168	0.02939374874
169	0.02918681196
170	0.02899534635
171	0.02879039795
172	0.02859952315
173	0.0283983966
174	0.0281525471
175	0.02800790486
176	0.02785859831
177	0.0277021842
178	0.02742230356
179	0.02726629295
180	0.02711537349
181	0.02686723834
182	0.02669806301
183	0.02658762522
184	0.02645318569
185	0.02633422252
186	0.02619908989
187	0.02608656437
188	0.02585227044
189	0.02576110816
190	0.02563952551
191	0.02548311363
192	0.02534934197
193	0.02516312714
194	0.0250216335
195	0.02484319854
196	0.02468108682
197	0.0245456101
198	0.02440562844
199	0.0242621013
200	0.02405422758
201	0.02392700854
202	0.02382051986
203	0.02373521339
204	0.02356675533
205	0.02342405347
206	0.02325154632
207	0.02313842946
208	0.02301767867
209	0.02285231278
210	0.02275206657
211	0.0226298158
212	0.02247761717
213	0.02239482004
214	0.02227527415
215	0.02206699592
216	0.02193395783
217	0.02180716278
218	0.02165576869
219	0.02152980883
220	0.02142520488
221	0.02133576464
222	0.02117543551
223	0.02098178509
224	0.02085347184
225	0.02074805971
226	0.02065557235
227	0.02054072727
228	0.02040634327
229	0.02025003692
230	0.02017373636
231	0.02003054532
232	0.01994474109
233	0.01983350938
234	0.019681938
235	0.01955990616
236	0.01947043721
237	0.01938290481
238	0.01925421393
239	0.01909319904
240	0.01899221858
241	0.01892584485
242	0.01884658175
243	0.01877522517
244	0.01862330493
245	0.01857469231
246	0.01847195089
247	0.01841123539
248	0.01831234087
249	0.01821992491
250	0.01810589239
251	0.01804908375
252	0.01798836514
253	0.01790710171
254	0.01784164679
255	0.01776219297
256	0.01769330928
257	0.01758543286
258	0.01749053911
259	0.01735782289
260	0.01727004721
261	0.01721736332
262	0.01716691788
263	0.01709322128
264	0.01700667797
265	0.01694628851
266	0.01688972982
267	0.0168237443
268	0.01673454456
269	0.01666899227
270	0.01658842489
271	0.01652116813
272	0.0164613565
273	0.01634709564
274	0.01626573776
275	0.01618435081
276	0.01612901587
277	0.01606140347
278	0.01596765344
279	0.01592112982
280	0.01587609828
281	0.01578666876
282	0.01572897953
283	0.01567732523
284	0.01561563465
285	0.01556896845
286	0.01552496924
287	0.01547114733
288	0.01542568627
289	0.01537829495
290	0.01530378535
291	0.01523500283
292	0.01518433237
293	0.01512793059
294	0.01508755481
295	0.01499433866
296	0.014956151
297	0.01484226906
298	0.0148060636
299	0.01475745691
300	0.01469360991
301	0.01460846898
302	0.01454373292
303	0.01449629055
304	0.01446690852
305	0.01442943856
306	0.0143472286
307	0.01430152648
308	0.01426106558
309	0.01421599478
310	0.01418307147
311	0.01408884496
312	0.01403804493
313	0.01398376444
314	0.01393980799
315	0.01388614387
316	0.01383584056
317	0.01379218173
318	0.01374772399
319	0.01368215854
320	0.01363654138
321	0.01358261788
322	0.01352425017
323	0.0134726838
324	0.01343585448
325	0.0134002663
326	0.01334467955
327	0.01330790184
328	0.01327173295
329	0.01323453317
330	0.01317662845
331	0.01308616207
332	0.01304791497
333	0.01300814363
334	0.01295703739
335	0.0129083408
336	0.01286854353
337	0.01282263284
338	0.01279076298
339	0.01274960174
340	0.01268658497
341	0.01262957789
342	0.01258362491
343	0.01254379944
344	0.01249509923
345	0.01246796728
346	0.01241328619
347	0.01237579954
348	0.01233607784
349	0.01229374433
350	0.01225259424
351	0.01221691161
352	0.01217792907
353	0.0121368562
354	0.01209732812
355	0.01204846745
356	0.01198883498
357	0.01196095468
358	0.01191729924
359	0.01186884713
360	0.01184381218
361	0.01182187697
362	0.01177616009
363	0.01173960708
364	0.0117038708
365	0.01168146715
366	0.01165375909
367	0.01162638208
368	0.01158658434
369	0.01156072128
370	0.01153212518
371	0.0114979417
372	0.01146262182
373	0.01143336875
374	0.01140669815
375	0.01137895943
376	0.01135144044
377	0.01132083775
378	0.01128585922
379	0.0112479249
380	0.01120266333
381	0.01117332458
382	0.01112666112
383	0.0110881403
384	0.01105684836
385	0.01102473874
386	0.01099760775
387	0.0109743254
388	0.01095077005
389	0.01092806236
390	0.01090715455
391	0.01088741082
392	0.01083575727
393	0.01081708538
394	0.0107740457
395	0.01073804034
396	0.01071678719
397	0.01068848391
398	0.0106656159
399	0.01063887508
400	0.01060973216
401	0.01059139371
402	0.01056546161
403	0.01054502355
404	0.01051666431
405	0.01049325714
406	0.01047689799
407	0.01044340121
408	0.01041371619
409	0.01038613298
410	0.01034599074
411	0.01030467406
412	0.01028180196
413	0.01025347818
414	0.01021954543
415	0.01019100982
416	0.01016749901
417	0.01014463865
418	0.01011594648
419	0.01009598255
420	0.01005307086
421	0.01002914217
422	0.009997610707
423	0.009970419618
424	0.009947810666
425	0.00992519908
426	0.009902285797
427	0.009882806839
428	0.009856695627
429	0.009829109461
430	0.009804306259
431	0.009787253222
432	0.009759729891
433	0.009739583501
434	0.009714670736
435	0.009685966635
436	0.009663081627
437	0.0096434416
438	0.009622409281
439	0.009591878248
440	0.009573198712
441	0.009551109722
442	0.009519939415
443	0.009501619159
444	0.009463471493
445	0.00942066127
446	0.00940562965
447	0.009376520079
448	0.009352747975
449	0.009322192449
450	0.009298350611
451	0.009271935444
452	0.009249737483
453	0.009226526625
454	0.009213409252
455	0.0092018255
456	0.009184432227
457	0.00915291229
458	0.009128608893
459	0.009103741067
460	0.009086140533
461	0.009073409269
462	0.009056607903
463	0.00903901783
464	0.009019386352
465	0.008999949351
466	0.008983609242
467	0.008964576284
468	0.00894432752
469	0.008915641512
470	0.008898776048
471	0.008870469392
472	0.008840698272
473	0.008820862244
474	0.008793575922
475	0.008776892351
476	0.008762823286
477	0.008746222374
478	0.008717262025
479	0.008703065982
480	0.008679222986
481	0.008658806714
482	0.008636435294
483	0.008621831262
484	0.008599068187
485	0.008576761079
486	0.008550701267
487	0.008529903779
488	0.008515249579
489	0.008500677766
490	0.008487435249
491	0.008476129539
492	0.00846285701
493	0.008430245758
494	0.008413724409
495	0.008386453018
496	0.008363536081
497	0.00834827427
498	0.00832961304
499	0.008306078908
500	0.008287185521
501	0.008266775543
502	0.008247695417
503	0.008223343822
504	0.008199855889
505	0.008183987165
506	0.008175095866
507	0.008160942102
508	0.008146309794
509	0.008121456143
510	0.008088838529
511	0.008062425016
512	0.008039220065
513	0.008019025422
514	0.008004115904
515	0.007986466258
516	0.007965562632
517	0.007945052925
518	0.00792953435
519	0.007906226027
520	0.007893658393
521	0.007880861955
522	0.007860509434
523	0.00784624746
524	0.007831441436
525	0.007821518085
526	0.007804010293
527	0.007789763978
528	0.007766126426
529	0.007755396511
530	0.007741343277
531	0.007726308059
532	0.007714626831
533	0.007685089476
534	0.007675145089
535	0.00765973041
536	0.007641907535
537	0.007632300744
538	0.007622126986
539	0.007612821594
540	0.007597114363
541	0.007584875881
542	0.007567976374
543	0.007549386113
544	0.007530722717
545	0.007515809414
546	0.007495330978
547	0.007483145305
548	0.007474505676
549	0.007464013314
550	0.007449549135
551	0.00743987345
552	0.007423457401
553	0.007412875357
554	0.007393764649
555	0.007383161384
556	0.007364366501
557	0.007354005931
558	0.007342057767
559	0.007328508931
560	0.007316609192
561	0.007304638595
562	0.00729021102
563	0.007266556976
564	0.007254673619
565	0.007234493528
566	0.007223425551
567	0.007207397436
568	0.007196366835
569	0.007180936125
570	0.007164895166
571	0.007146011755
572	0.007132288056
573	0.007109193444
574	0.007100772821
575	0.007079969095
576	0.007069812689
577	0.00705408068
578	0.007043635947
579	0.007034713521
580	0.00702475018
581	0.007013489847
582	0.006996178262
583	0.006977355573
584	0.006966795564
585	0.006951387486
586	0.006941044494
587	0.006933091941
588	0.006920290028
589	0.006909309678
590	0.006898068372
591	0.006887496494
592	0.006877363203
593	0.00686861328
594	0.006852194471
595	0.006839660727
596	0.006825818139
597	0.006814045521
598	0.006797691968
599	0.006787070534
600	0.006774957334
601	0.006765716834
602	0.006750172746
603	0.006737931875
604	0.006724555024
605	0.006710009368
606	0.00669668775
607	0.006682091809
608	0.006671118151
609	0.006659841926
610	0.006647571237
611	0.006639309311
612	0.006626842916
613	0.006615765965
614	0.006605070414
615	0.006596695433
616	0.006576698372
617	0.006565377696
618	0.006555718496
619	0.006529235883
620	0.006520626984
621	0.006503055233
622	0.006493265481
623	0.006484256705
624	0.006473394788
625	0.006460740168
626	0.006448948147
627	0.006437539727
628	0.006427346943
629	0.006413066029
630	0.006401522636
631	0.006393797642
632	0.006386134465
633	0.006372385169
634	0.006360609239
635	0.006346327254
636	0.006335758429
637	0.00632945876
638	0.006322003931
639	0.006312837779
640	0.006299563369
641	0.006290287695
642	0.006280168277
643	0.006272216057
644	0.006260182043
645	0.006248777652
646	0.006233564054
647	0.006225835947
648	0.006213992433
649	0.006208663312
650	0.006198783946
651	0.006190433949
652	0.006180655448
653	0.006172953715
654	0.0061638822
655	0.006155344141
656	0.006145873276
657	0.006135286419
658	0.006127574237
659	0.006105627366
660	0.006098008936
661	0.006084930451
662	0.00607743463
663	0.006063191724
664	0.006055648225
665	0.006049873916
666	0.006040344673
667	0.006026203092
668	0.006014271483
669	0.006001559258
670	0.005989283312
671	0.005982949449
672	0.00596744444
673	0.005959685174
674	0.005947793529
675	0.005940396766
676	0.005927624574
677	0.005919414296
678	0.005911299256
679	0.005904362477
680	0.005897974686
681	0.005889112856
682	0.005872076884
683	0.005862862096
684	0.005848287254
685	0.00584066286
686	0.005830199803
687	0.005824194813
688	0.005813634951
689	0.005805794201
690	0.005798831781
691	0.005789836712
692	0.005780425771
693	0.005773920302
694	0.005766188781
695	0.005753511648
696	0.005741734921
697	0.005735279845
698	0.005726915809
699	0.005718633826
700	0.00571357025
701	0.005704801675
702	0.005693069837
703	0.005685941618
704	0.005678593668
705	0.005668887736
706	0.00565742669
707	0.005650085246
708	0.005642326886
709	0.005635248977
710	0.005626754923
711	0.005618366434
712	0.005611884936
713	0.005606333484
714	0.005598197774
715	0.005587666086
716	0.005581256675
717	0.005571254266
718	0.005563276931
719	0.005554548807
720	0.005549476408
721	0.00554413976
722	0.005535698488
723	0.005527618802
724	0.005520154561
725	0.005511374945
726	0.005497572119
727	0.00548922519
728	0.005482610723
729	0.005468579636
730	0.005459685071
731	0.005455314073
732	0.005446201075
733	0.005437953126
734	0.005430222246
735	0.005425165844
736	0.005408079788
737	0.005397527164
738	0.005392361526
739	0.005386610298
740	0.005377134788
741	0.005369544971
742	0.005364261057
743	0.005354889817
744	0.005348681987
745	0.00533400041
746	0.005325540588
747	0.005319482863
748	0.005314622324
749	0.005303222661
750	0.005295365709
751	0.005290016984
752	0.005279534001
753	0.005270487123
754	0.005263920885
755	0.005255783217
756	0.005247909866
757	0.005241301686
758	0.005236480471
759	0.005228591098
760	0.005221014936
761	0.005212292173
762	0.005200229262
763	0.00519343744
764	0.0051844
765	0.005178828225
766	0.005174904803
767	0.00516640869
768	0.005162568584
769	0.005157083674
770	0.005143175702
771	0.005138208506
772	0.005131415501
773	0.005125118997
774	0.005118722882
775	0.00511260248
776	0.005107066321
777	0.005100984742
778	0.005094096805
779	0.005088516532
780	0.005079461912
781	0.005074579635
782	0.005066065012
783	0.005059974818
784	0.005053697456
785	0.005048310504
786	0.005040183177
787	0.00502967212
788	0.005020049119
789	0.005014795477
790	0.00500469342
791	0.004997808334
792	0.004991321052
793	0.004979790707
794	0.004971586336
795	0.004966233967
796	0.004961934189
797	0.004954786215
798	0.004947757364
799	0.004938383558
800	0.004926455877
801	0.004921741106
802	0.004917376539
803	0.004907281236
804	0.004898902704
805	0.004885294071
806	0.004877726998
807	0.00486945934
808	0.004864093085
809	0.004859361247
810	0.004852805745
811	0.004847433551
812	0.004842143233
813	0.004832356162
814	0.004826924373
815	0.004822434867
816	0.004816806731
817	0.004806928249
818	0.004802292494
819	0.004790842404
820	0.004786276301
821	0.004781257409
822	0.004776793625
823	0.004767357767
824	0.004761349095
825	0.004755899839
826	0.004748673403
827	0.004744079642
828	0.004738186146
829	0.004733322063
830	0.004727014029
831	0.004718935457
832	0.004713749808
833	0.004705723652
834	0.004701398314
835	0.004697033641
836	0.004691955764
837	0.004687073933
838	0.004681134133
839	0.004675635483
840	0.004670356513
841	0.004666491036
842	0.004660969171
843	0.004656093649
844	0.004650242493
845	0.004644725836
846	0.004638555025
847	0.004632575424
848	0.004627806369
849	0.00462361934
850	0.004617588757
851	0.004611866463
852	0.004608063306
853	0.004603958288
854	0.004597927794
855	0.004592333915
856	0.004585598772
857	0.004578613997
858	0.004574950781
859	0.004567235427
860	0.004563469598
861	0.004557685711
862	0.004550277749
863	0.004544248279
864	0.004539549576
865	0.004533256632
866	0.004528421971
867	0.00451862325
868	0.004511002804
869	0.004503387693
870	0.00449883245
871	0.004493952189
872	0.004488152562
873	0.004482613825
874	0.004474482096
875	0.004469127462
876	0.004463620581
877	0.004455109105
878	0.004449665831
879	0.004444809928
880	0.004436718972
881	0.004426364758
882	0.004419247495
883	0.004410807967
884	0.004405297377
885	0.004401227653
886	0.004396644233
887	0.004392957481
888	0.004389849575
889	0.004382451454
890	0.004369767285
891	0.004363871463
892	0.004359686763
893	0.004352386562
894	0.004347410375
895	0.004344259784
896	0.004340164851
897	0.004336824196
898	0.004333081757
899	0.004331115536
900	0.004327165791
901	0.004322825666
902	0.004319066182
903	0.004313982443
904	0.004309486729
905	0.00430357437
906	0.004298509124
907	0.004293655501
908	0.004287366115
909	0.004273791622
910	0.004269740106
911	0.004265880955
912	0.004260479496
913	0.004256804039
914	0.00425286373
915	0.004249204303
916	0.004243768148
917	0.004240795076
918	0.004237576154
919	0.004231134525
920	0.004228013554
921	0.004224557257
922	0.004214592623
923	0.004204265955
924	0.004200518782
925	0.004196979028
926	0.004194106103
927	0.004189243202
928	0.004183790513
929	0.004181018546
930	0.004173951632
931	0.004169015119
932	0.004165734201
933	0.004162825619
934	0.004155854418
935	0.004152664873
936	0.004149386673
937	0.004144981273
938	0.004140605471
939	0.00413800477
940	0.004132780448
941	0.004124974488
942	0.004118381151
943	0.004113155058
944	0.004106850233
945	0.004102151008
946	0.004098074959
947	0.00409100739
948	0.004084753514
949	0.004078981226
950	0.004075445736
951	0.004072359928
952	0.00406385536
953	0.004060448827
954	0.004056301575
955	0.004052611027
956	0.004049767473
957	0.004042328537
958	0.004039194971
959	0.004035390534
960	0.004028301448
961	0.004024731054
962	0.004020435576
963	0.004017049773
964	0.004010800024
965	0.004004421568
966	0.004000237212
967	0.003997079891
968	0.003994883414
969	0.003987731736
970	0.003983293116
971	0.003977638543
972	0.003975563791
973	0.003971981443
974	0.003968366744
975	0.003961667363
976	0.003954474355
977	0.003949954815
978	0.003943343273
979	0.003939319349
980	0.003935841869
981	0.00393072463
982	0.003926414307
983	0.00392124681
984	0.003918300417
985	0.003915586949
986	0.00391135638
987	0.003907232341
988	0.003903158236
989	0.003898820892
990	0.003894893076
991	0.003888648685
992	0.003884021827
993	0.003876564153
994	0.003873621772
995	0.003869407791
996	0.003864462203
997	0.003859407356
998	0.003852596487
999	0.0038434353
